snapshot_path,rel_path,radon_total_complexity,radon_num_items,pylint_msgs_count,pylint_rc,bandit_issues_count,bandit_rc
snapshots\d5fec03dad035e88494bf55194cbbbe4b20b5e5b\tests\basic\tests.py,d5fec03dad035e88494bf55194cbbbe4b20b5e5b\tests\basic\tests.py,94,80,112,30,0,0
snapshots\d5fec03dad035e88494bf55194cbbbe4b20b5e5b\tests\update_only_fields\tests.py,d5fec03dad035e88494bf55194cbbbe4b20b5e5b\tests\update_only_fields\tests.py,20,19,23,18,0,0
snapshots\d5fec03dad035e88494bf55194cbbbe4b20b5e5b\django\db\models\base.py,d5fec03dad035e88494bf55194cbbbe4b20b5e5b\django\db\models\base.py,649,84,206,30,2,1
snapshots\d5fec03dad035e88494bf55194cbbbe4b20b5e5b\django\contrib\auth\base_user.py,d5fec03dad035e88494bf55194cbbbe4b20b5e5b\django\contrib\auth\base_user.py,32,22,20,26,0,0
snapshots\d5f892d873c6f98178121214f3c00d284ae1296d\django\template\backends\jinja2.py,d5f892d873c6f98178121214f3c00d284ae1296d\django\template\backends\jinja2.py,29,11,21,30,0,0
snapshots\d5c19f9b327fccc1f707e10de648fe9d4cdacb9b\tests\prefetch_related\models.py,d5c19f9b327fccc1f707e10de648fe9d4cdacb9b\tests\prefetch_related\models.py,45,37,103,26,0,0
snapshots\d68be0494be8b82365f2a5410c9335e539d8efd6\tests\view_tests\tests\test_debug.py,d68be0494be8b82365f2a5410c9335e539d8efd6\tests\view_tests\tests\test_debug.py,178,114,209,30,10,1
snapshots\d687febce5868545f99974d2499a91f81a32fef5\tests\admin_inlines\tests.py,d687febce5868545f99974d2499a91f81a32fef5\tests\admin_inlines\tests.py,128,101,188,30,17,1
snapshots\d687febce5868545f99974d2499a91f81a32fef5\tests\admin_views\tests.py,d687febce5868545f99974d2499a91f81a32fef5\tests\admin_views\tests.py,618,502,662,30,80,1
snapshots\d6816bff73b37af05c968c009419c7c608e37307\tests\migrations\test_writer.py,d6816bff73b37af05c968c009419c7c608e37307\tests\migrations\test_writer.py,88,70,110,30,1,1
snapshots\d6816bff73b37af05c968c009419c7c608e37307\tests\timezones\tests.py,d6816bff73b37af05c968c009419c7c608e37307\tests\timezones\tests.py,129,101,122,30,3,1
snapshots\d6816bff73b37af05c968c009419c7c608e37307\django\utils\timezone.py,d6816bff73b37af05c968c009419c7c608e37307\django\utils\timezone.py,44,21,14,22,0,0
snapshots\d6664574539c1531612dea833d264ed5c2b04e1e\tests\utils_tests\test_html.py,d6664574539c1531612dea833d264ed5c2b04e1e\tests\utils_tests\test_html.py,35,21,44,30,4,1
snapshots\d6664574539c1531612dea833d264ed5c2b04e1e\django\utils\html.py,d6664574539c1531612dea833d264ed5c2b04e1e\django\utils\html.py,97,32,43,30,19,1
snapshots\d660cee5bc68b597503c2a16f3d9928d52f93fb4\tests\filtered_relation\tests.py,d660cee5bc68b597503c2a16f3d9928d52f93fb4\tests\filtered_relation\tests.py,58,52,62,26,0,0
snapshots\d660cee5bc68b597503c2a16f3d9928d52f93fb4\django\db\models\query_utils.py,d660cee5bc68b597503c2a16f3d9928d52f93fb4\django\db\models\query_utils.py,116,41,50,30,0,0
snapshots\d5c19f9b327fccc1f707e10de648fe9d4cdacb9b\tests\prefetch_related\tests.py,d5c19f9b327fccc1f707e10de648fe9d4cdacb9b\tests\prefetch_related\tests.py,274,131,184,30,0,0
snapshots\d5c19f9b327fccc1f707e10de648fe9d4cdacb9b\django\contrib\contenttypes\fields.py,d5c19f9b327fccc1f707e10de648fe9d4cdacb9b\django\contrib\contenttypes\fields.py,84,37,124,30,0,0
snapshots\d5bebc1c26d4c0ec9eaa057aefc5b38649c0ba3b\tests\mail\tests.py,d5bebc1c26d4c0ec9eaa057aefc5b38649c0ba3b\tests\mail\tests.py,197,159,211,30,10,1
snapshots\d5bebc1c26d4c0ec9eaa057aefc5b38649c0ba3b\django\core\mail\message.py,d5bebc1c26d4c0ec9eaa057aefc5b38649c0ba3b\django\core\mail\message.py,132,34,25,30,0,0
snapshots\d5bebc1c26d4c0ec9eaa057aefc5b38649c0ba3b\django\core\mail\__init__.py,d5bebc1c26d4c0ec9eaa057aefc5b38649c0ba3b\django\core\mail\__init__.py,22,5,8,26,0,0
snapshots\d5bcdf858d962d02de925603c17986980f03729a\tests\async\test_async_model_methods.py,d5bcdf858d962d02de925603c17986980f03729a\tests\async\test_async_model_methods.py,6,5,9,18,0,0
snapshots\d5bcdf858d962d02de925603c17986980f03729a\django\db\models\base.py,d5bcdf858d962d02de925603c17986980f03729a\django\db\models\base.py,637,81,316,30,2,1
snapshots\d5a214c7c4575773e0f1b8b99f6018bcb7adb8cd\django\test\runner.py,d5a214c7c4575773e0f1b8b99f6018bcb7adb8cd\django\test\runner.py,164,64,93,30,2,1
snapshots\d59066b90c2ef91a956c6682ed3d25bbb31bf216\django\conf\locale\__init__.py,d59066b90c2ef91a956c6682ed3d25bbb31bf216\django\conf\locale\__init__.py,0,0,0,0,0,0
snapshots\d569c1dcfeb26ca9ee391e5dfeadedf2b5ed4253\tests\admin_changelist\tests.py,d569c1dcfeb26ca9ee391e5dfeadedf2b5ed4253\tests\admin_changelist\tests.py,118,81,181,30,12,1
snapshots\d506e4a52847ed4fb80754175d76b6b83ff90929\django\db\backends\sqlite3\introspection.py,d506e4a52847ed4fb80754175d76b6b83ff90929\django\db\backends\sqlite3\introspection.py,105,15,30,30,1,1
snapshots\d506e4a52847ed4fb80754175d76b6b83ff90929\django\db\backends\sqlite3\schema.py,d506e4a52847ed4fb80754175d76b6b83ff90929\django\db\backends\sqlite3\schema.py,118,14,73,30,2,1
snapshots\d4fd31684ad5a7b9be8a9d26c5a8796f96c8d80b\tests\utils_tests\test_encoding.py,d4fd31684ad5a7b9be8a9d26c5a8796f96c8d80b\tests\utils_tests\test_encoding.py,26,18,30,26,0,0
snapshots\d4fd31684ad5a7b9be8a9d26c5a8796f96c8d80b\django\utils\encoding.py,d4fd31684ad5a7b9be8a9d26c5a8796f96c8d80b\django\utils\encoding.py,40,15,10,30,0,0
snapshots\d4e4520efb553d2bfcc68ac8cf007c0c402d4845\django\contrib\auth\backends.py,d4e4520efb553d2bfcc68ac8cf007c0c402d4845\django\contrib\auth\backends.py,106,43,54,30,0,0
snapshots\d4dd3e503c88db92f254769a64b2fcd4c572c7dc\tests\template_tests\filter_tests\test_center.py,d4dd3e503c88db92f254769a64b2fcd4c572c7dc\tests\template_tests\filter_tests\test_center.py,12,9,14,18,2,1
snapshots\d4dd3e503c88db92f254769a64b2fcd4c572c7dc\django\template\defaultfilters.py,d4dd3e503c88db92f254769a64b2fcd4c572c7dc\django\template\defaultfilters.py,155,59,40,30,27,1
snapshots\d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6\tests\urlpatterns\tests.py,d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6\tests\urlpatterns\tests.py,60,37,58,26,0,0
snapshots\d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6\django\urls\resolvers.py,d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6\django\urls\resolvers.py,193,62,111,30,1,1
snapshots\d4db417c8e6935222d198925dd4c5ac1ca737909\django\test\runner.py,d4db417c8e6935222d198925dd4c5ac1ca737909\django\test\runner.py,218,85,85,30,4,1
snapshots\d569c1dcfeb26ca9ee391e5dfeadedf2b5ed4253\django\contrib\admin\views\main.py,d569c1dcfeb26ca9ee391e5dfeadedf2b5ed4253\django\contrib\admin\views\main.py,150,18,54,30,0,0
snapshots\d559cb02da30f74debbb1fc3a46de0df134d2d80\tests\admin_widgets\models.py,d559cb02da30f74debbb1fc3a46de0df134d2d80\tests\admin_widgets\models.py,42,31,47,26,0,0
snapshots\d559cb02da30f74debbb1fc3a46de0df134d2d80\tests\admin_widgets\tests.py,d559cb02da30f74debbb1fc3a46de0df134d2d80\tests\admin_widgets\tests.py,158,111,261,30,17,1
snapshots\d55979334dcefdb11626220000bec97ade09df07\tests\test_runner\test_discover_runner.py,d55979334dcefdb11626220000bec97ade09df07\tests\test_runner\test_discover_runner.py,99,82,111,30,0,0
snapshots\d55979334dcefdb11626220000bec97ade09df07\tests\backends\sqlite\test_creation.py,d55979334dcefdb11626220000bec97ade09df07\tests\backends\sqlite\test_creation.py,6,4,8,22,0,0
snapshots\d55979334dcefdb11626220000bec97ade09df07\django\test\runner.py,d55979334dcefdb11626220000bec97ade09df07\django\test\runner.py,246,90,93,30,4,1
snapshots\d55979334dcefdb11626220000bec97ade09df07\django\db\backends\sqlite3\creation.py,d55979334dcefdb11626220000bec97ade09df07\django\db\backends\sqlite3\creation.py,42,9,19,22,0,0
snapshots\d50f61be7fe877fed0175a5cc9f0619487da4352\tests\template_tests\test_base.py,d50f61be7fe877fed0175a5cc9f0619487da4352\tests\template_tests\test_base.py,28,15,18,26,0,0
snapshots\d506e4a52847ed4fb80754175d76b6b83ff90929\tests\backends\sqlite\tests.py,d506e4a52847ed4fb80754175d76b6b83ff90929\tests\backends\sqlite\tests.py,41,27,44,30,0,0
snapshots\d506e4a52847ed4fb80754175d76b6b83ff90929\django\db\backends\sqlite3\features.py,d506e4a52847ed4fb80754175d76b6b83ff90929\django\db\backends\sqlite3\features.py,10,5,10,18,0,0
snapshots\d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\tests.py,d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\tests.py,63,45,86,30,4,1
snapshots\d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\uploadhandler.py,d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\uploadhandler.py,19,14,22,30,0,0
snapshots\d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\urls.py,d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\urls.py,0,0,3,18,0,0
snapshots\d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\views.py,d4d800ca1addc4141e03c5440a849bb64d1582cd\tests\file_uploads\views.py,31,15,20,30,2,1
snapshots\d4d800ca1addc4141e03c5440a849bb64d1582cd\django\http\multipartparser.py,d4d800ca1addc4141e03c5440a849bb64d1582cd\django\http\multipartparser.py,146,37,55,30,1,1
snapshots\d4d5427571b4bf3a21c902276c2a00215c2a37cc\tests\file_uploads\tests.py,d4d5427571b4bf3a21c902276c2a00215c2a37cc\tests\file_uploads\tests.py,64,45,81,30,10,1
snapshots\d4d5427571b4bf3a21c902276c2a00215c2a37cc\tests\utils_tests\test_http.py,d4d5427571b4bf3a21c902276c2a00215c2a37cc\tests\utils_tests\test_http.py,81,53,57,18,0,0
snapshots\d4d5427571b4bf3a21c902276c2a00215c2a37cc\django\http\multipartparser.py,d4d5427571b4bf3a21c902276c2a00215c2a37cc\django\http\multipartparser.py,137,35,47,30,1,1
snapshots\d4d5427571b4bf3a21c902276c2a00215c2a37cc\django\utils\http.py,d4d5427571b4bf3a21c902276c2a00215c2a37cc\django\utils\http.py,92,18,21,30,1,1
snapshots\d4c9dab74bc29c240c33879a1167e5fd0971c7bc\tests\test_utils\tests.py,d4c9dab74bc29c240c33879a1167e5fd0971c7bc\tests\test_utils\tests.py,272,216,296,30,3,1
snapshots\d4c9dab74bc29c240c33879a1167e5fd0971c7bc\django\test\testcases.py,d4c9dab74bc29c240c33879a1167e5fd0971c7bc\django\test\testcases.py,342,122,203,30,0,0
snapshots\d4c5d2b52c897ccc07f04482d3f42f976a79223c\tests\template_tests\syntax_tests\i18n\test_blocktranslate.py,d4c5d2b52c897ccc07f04482d3f42f976a79223c\tests\template_tests\syntax_tests\i18n\test_blocktranslate.py,68,59,73,30,1,1
snapshots\d4c5d2b52c897ccc07f04482d3f42f976a79223c\django\templatetags\i18n.py,d4c5d2b52c897ccc07f04482d3f42f976a79223c\django\templatetags\i18n.py,121,39,84,30,3,1
snapshots\d4bce26c9421e0fa4e08f82d6aca79a178ac6250\django\contrib\gis\db\backends\postgis\schema.py,d4bce26c9421e0fa4e08f82d6aca79a178ac6250\django\contrib\gis\db\backends\postgis\schema.py,24,6,10,30,0,0
snapshots\d4b2e06a67c2e1458305c3eac6c4b2b3e917daf9\tests\migration_test_data_persistence\tests.py,d4b2e06a67c2e1458305c3eac6c4b2b3e917daf9\tests\migration_test_data_persistence\tests.py,10,7,11,26,0,0
snapshots\d4ac23bee1c84d8e4610350202ac068fc90f38c0\tests\schema\tests.py,d4ac23bee1c84d8e4610350202ac068fc90f38c0\tests\schema\tests.py,337,179,659,30,1,1
snapshots\d4ac23bee1c84d8e4610350202ac068fc90f38c0\django\db\backends\base\schema.py,d4ac23bee1c84d8e4610350202ac068fc90f38c0\django\db\backends\base\schema.py,388,68,190,30,0,0
snapshots\d4ac23bee1c84d8e4610350202ac068fc90f38c0\django\db\backends\mysql\schema.py,d4ac23bee1c84d8e4610350202ac068fc90f38c0\django\db\backends\mysql\schema.py,39,14,13,22,1,1
snapshots\d4ac23bee1c84d8e4610350202ac068fc90f38c0\django\db\backends\oracle\schema.py,d4ac23bee1c84d8e4610350202ac068fc90f38c0\django\db\backends\oracle\schema.py,45,16,33,30,2,1
snapshots\d4a2809c2b878317a4fa0e1cbaf07322ffd7f2fb\tests\field_defaults\tests.py,d4a2809c2b878317a4fa0e1cbaf07322ffd7f2fb\tests\field_defaults\tests.py,29,19,34,30,0,0
snapshots\d3f4c2b95d2a13a5d9bc0e6413dfdbab21388822\django\utils\translation\trans_real.py,d3f4c2b95d2a13a5d9bc0e6413dfdbab21388822\django\utils\translation\trans_real.py,132,43,43,30,4,1
snapshots\d3ecef26b9fda02b88f925a800ae38dd5873c878\tests\template_tests\syntax_tests\test_url.py,d3ecef26b9fda02b88f925a800ae38dd5873c878\tests\template_tests\syntax_tests\test_url.py,52,50,59,26,0,0
snapshots\d3ecef26b9fda02b88f925a800ae38dd5873c878\django\template\defaulttags.py,d3ecef26b9fda02b88f925a800ae38dd5873c878\django\template\defaulttags.py,273,98,152,30,5,1
snapshots\d3e746ace5eeea07216da97d9c3801f2fdc43223\tests\postgres_tests\test_signals.py,d3e746ace5eeea07216da97d9c3801f2fdc43223\tests\postgres_tests\test_signals.py,9,7,11,22,0,0
snapshots\d3e746ace5eeea07216da97d9c3801f2fdc43223\django\contrib\postgres\signals.py,d3e746ace5eeea07216da97d9c3801f2fdc43223\django\contrib\postgres\signals.py,9,4,8,22,0,0
snapshots\d3d95d645fc9f36355d27598475612de43587db1\tests\lookup\test_lookups.py,d3d95d645fc9f36355d27598475612de43587db1\tests\lookup\test_lookups.py,10,7,14,26,0,0
snapshots\d3d95d645fc9f36355d27598475612de43587db1\django\db\models\lookups.py,d3d95d645fc9f36355d27598475612de43587db1\django\db\models\lookups.py,221,98,115,30,0,0
snapshots\d3d173425fc0a1107836da5b4567f1c88253191b\django\views\decorators\http.py,d3d173425fc0a1107836da5b4567f1c88253191b\django\views\decorators\http.py,4,4,14,22,0,0
snapshots\d3cf24e9b415b41f570c9f426b2cd113b5fdb4de\tests\composite_pk\tests.py,d3cf24e9b415b41f570c9f426b2cd113b5fdb4de\tests\composite_pk\tests.py,41,33,59,30,0,0
snapshots\d3cf24e9b415b41f570c9f426b2cd113b5fdb4de\tests\lookup\tests.py,d3cf24e9b415b41f570c9f426b2cd113b5fdb4de\tests\lookup\tests.py,104,93,114,30,1,1
snapshots\d3cf24e9b415b41f570c9f426b2cd113b5fdb4de\django\db\models\query.py,d3cf24e9b415b41f570c9f426b2cd113b5fdb4de\django\db\models\query.py,664,168,216,30,1,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\tests\admin_inlines\tests.py,d3cb91db87b78629c0d2682630e90a048275179e\tests\admin_inlines\tests.py,128,101,188,30,17,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\tests\migrations\test_loader.py,d3cb91db87b78629c0d2682630e90a048275179e\tests\migrations\test_loader.py,68,32,23,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\tests\forms_tests\tests\test_media.py,d3cb91db87b78629c0d2682630e90a048275179e\tests\forms_tests\tests\test_media.py,54,41,177,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\forms\forms.py,d3cb91db87b78629c0d2682630e90a048275179e\django\forms\forms.py,130,33,40,30,4,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\forms\models.py,d3cb91db87b78629c0d2682630e90a048275179e\django\forms\models.py,401,84,159,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\forms\widgets.py,d3cb91db87b78629c0d2682630e90a048275179e\django\forms\widgets.py,318,125,80,30,4,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\http\response.py,d3cb91db87b78629c0d2682630e90a048275179e\django\http\response.py,183,80,71,30,2,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\middleware\security.py,d3cb91db87b78629c0d2682630e90a048275179e\django\middleware\security.py,26,4,11,26,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\templatetags\i18n.py,d3cb91db87b78629c0d2682630e90a048275179e\django\templatetags\i18n.py,121,39,84,30,3,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\test\utils.py,d3cb91db87b78629c0d2682630e90a048275179e\django\test\utils.py,199,83,96,30,5,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\urls\base.py,d3cb91db87b78629c0d2682630e90a048275179e\django\urls\base.py,36,10,19,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\utils\datetime_safe.py,d3cb91db87b78629c0d2682630e90a048275179e\django\utils\datetime_safe.py,20,10,14,22,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\utils\duration.py,d3cb91db87b78629c0d2682630e90a048275179e\django\utils\duration.py,8,4,8,16,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\utils\numberformat.py,d3cb91db87b78629c0d2682630e90a048275179e\django\utils\numberformat.py,29,1,13,30,4,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\utils\timezone.py,d3cb91db87b78629c0d2682630e90a048275179e\django\utils\timezone.py,60,25,27,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\utils\translation\__init__.py,d3cb91db87b78629c0d2682630e90a048275179e\django\utils\translation\__init__.py,50,31,52,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\fields\json.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\fields\json.py,188,73,126,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\fields\related.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\fields\related.py,357,109,294,30,2,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\sql\compiler.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\sql\compiler.py,474,50,143,30,15,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\sql\query.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\models\sql\query.py,577,111,171,30,2,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\base\schema.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\base\schema.py,414,73,169,30,0,0
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\oracle\base.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\oracle\base.py,131,41,66,30,1,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\oracle\introspection.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\oracle\introspection.py,41,10,16,26,1,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\sqlite3\_functions.py,d3cb91db87b78629c0d2682630e90a048275179e\django\db\backends\sqlite3\_functions.py,146,50,19,26,1,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\contrib\admin\helpers.py,d3cb91db87b78629c0d2682630e90a048275179e\django\contrib\admin\helpers.py,150,49,76,30,6,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\contrib\admin\options.py,d3cb91db87b78629c0d2682630e90a048275179e\django\contrib\admin\options.py,428,115,270,30,5,1
snapshots\d3cb91db87b78629c0d2682630e90a048275179e\django\contrib\auth\migrations\0011_update_proxy_permissions.py,d3cb91db87b78629c0d2682630e90a048275179e\django\contrib\auth\migrations\0011_update_proxy_permissions.py,10,3,15,30,0,0
snapshots\d3c93cdc597e0efc2815111c04dd5a427432ed37\tests\known_related_objects\tests.py,d3c93cdc597e0efc2815111c04dd5a427432ed37\tests\known_related_objects\tests.py,26,22,28,26,0,0
snapshots\d3c93cdc597e0efc2815111c04dd5a427432ed37\django\db\models\sql\compiler.py,d3c93cdc597e0efc2815111c04dd5a427432ed37\django\db\models\sql\compiler.py,469,50,143,30,14,1
snapshots\d3c4696596822281c0a5d4b9e3ee27732a4ce092\tests\staticfiles_tests\test_storage.py,d3c4696596822281c0a5d4b9e3ee27732a4ce092\tests\staticfiles_tests\test_storage.py,92,69,161,30,0,0
snapshots\d3c4696596822281c0a5d4b9e3ee27732a4ce092\django\contrib\staticfiles\storage.py,d3c4696596822281c0a5d4b9e3ee27732a4ce092\django\contrib\staticfiles\storage.py,109,26,39,30,2,1
snapshots\d3a7ed5bcc45000a6c3dd55d85a4caaa83299f83\tests\humanize_tests\tests.py,d3a7ed5bcc45000a6c3dd55d85a4caaa83299f83\tests\humanize_tests\tests.py,33,19,32,30,1,1
snapshots\d3a7ed5bcc45000a6c3dd55d85a4caaa83299f83\django\contrib\humanize\templatetags\humanize.py,d3a7ed5bcc45000a6c3dd55d85a4caaa83299f83\django\contrib\humanize\templatetags\humanize.py,49,8,17,26,2,1
snapshots\d3a64bea51676fcf8a0ae593cf7b103939e12c87\tests\queryset_pickle\models.py,d3a64bea51676fcf8a0ae593cf7b103939e12c87\tests\queryset_pickle\models.py,19,16,33,26,0,0
snapshots\d3a64bea51676fcf8a0ae593cf7b103939e12c87\tests\queryset_pickle\tests.py,d3a64bea51676fcf8a0ae593cf7b103939e12c87\tests\queryset_pickle\tests.py,48,44,56,30,29,1
snapshots\d3922e9e5ad045f5408b02216a824f26a50950f0\tests\gis_tests\gdal_tests\test_geom.py,d3922e9e5ad045f5408b02216a824f26a50950f0\tests\gis_tests\gdal_tests\test_geom.py,99,57,46,30,2,1
snapshots\d3922e9e5ad045f5408b02216a824f26a50950f0\django\contrib\gis\gdal\geometries.py,d3922e9e5ad045f5408b02216a824f26a50950f0\django\contrib\gis\gdal\geometries.py,174,99,50,30,0,0
snapshots\d386405e04dac50656af50d100a14efdf8c58e8f\django\db\models\fields\related_lookups.py,d386405e04dac50656af50d100a14efdf8c58e8f\django\db\models\fields\related_lookups.py,56,13,30,22,0,0
snapshots\d386405e04dac50656af50d100a14efdf8c58e8f\django\db\models\sql\compiler.py,d386405e04dac50656af50d100a14efdf8c58e8f\django\db\models\sql\compiler.py,517,55,155,30,13,1
snapshots\d46e158ee21cb067a65d44699e6dce00b3dab8e3\tests\migrations\test_writer.py,d46e158ee21cb067a65d44699e6dce00b3dab8e3\tests\migrations\test_writer.py,87,68,107,30,1,1
snapshots\d46e158ee21cb067a65d44699e6dce00b3dab8e3\django\db\migrations\serializer.py,d46e158ee21cb067a65d44699e6dce00b3dab8e3\django\db\migrations\serializer.py,151,62,93,30,0,0
snapshots\d46cc15c51219c3418e0287bf018c5ba1346f825\tests\admin_views\tests.py,d46cc15c51219c3418e0287bf018c5ba1346f825\tests\admin_views\tests.py,612,495,650,30,89,1
snapshots\d469db978ea6a705549b9519313d9adc198e4232\tests\auth_tests\test_validators.py,d469db978ea6a705549b9519313d9adc198e4232\tests\auth_tests\test_validators.py,50,36,77,30,3,1
snapshots\d469db978ea6a705549b9519313d9adc198e4232\django\contrib\auth\password_validation.py,d469db978ea6a705549b9519313d9adc198e4232\django\contrib\auth\password_validation.py,63,27,31,22,0,0
snapshots\d454aefbd1f26da01c3e943d9efec1db5072f5b2\tests\middleware\test_csp.py,d454aefbd1f26da01c3e943d9efec1db5072f5b2\tests\middleware\test_csp.py,16,12,14,18,0,0
snapshots\d44951b36ef2e698f32a8e1352671689e44c4d62\tests\admin_views\tests.py,d44951b36ef2e698f32a8e1352671689e44c4d62\tests\admin_views\tests.py,603,489,632,30,86,1
snapshots\d446f8ba0820c8a4a923614611ae53582d38bc8e\tests\migrations\test_autodetector.py,d446f8ba0820c8a4a923614611ae53582d38bc8e\tests\migrations\test_autodetector.py,188,150,261,30,0,0
snapshots\d436554861b9b818994276d7bf110bf03aa565f5\django\db\backends\sqlite3\_functions.py,d436554861b9b818994276d7bf110bf03aa565f5\django\db\backends\sqlite3\_functions.py,146,50,19,26,1,1
snapshots\d3f4c2b95d2a13a5d9bc0e6413dfdbab21388822\tests\i18n\tests.py,d3f4c2b95d2a13a5d9bc0e6413dfdbab21388822\tests\i18n\tests.py,167,127,248,30,10,1
snapshots\d386405e04dac50656af50d100a14efdf8c58e8f\django\db\models\sql\where.py,d386405e04dac50656af50d100a14efdf8c58e8f\django\db\models\sql\where.py,106,30,44,30,1,1
snapshots\d386405e04dac50656af50d100a14efdf8c58e8f\django\db\backends\mysql\compiler.py,d386405e04dac50656af50d100a14efdf8c58e8f\django\db\backends\mysql\compiler.py,26,4,15,26,0,0
snapshots\d36ad43f612295e2740fa26b7307d4041044ae3e\django\db\models\aggregates.py,d36ad43f612295e2740fa26b7307d4041044ae3e\django\db\models\aggregates.py,69,23,34,30,0,0
snapshots\d3677043fce0fec5d082e8cae142d5e5df35a2b5\tests\db_utils\tests.py,d3677043fce0fec5d082e8cae142d5e5df35a2b5\tests\db_utils\tests.py,14,10,21,30,0,0
snapshots\d3677043fce0fec5d082e8cae142d5e5df35a2b5\django\db\utils.py,d3677043fce0fec5d082e8cae142d5e5df35a2b5\django\db\utils.py,66,27,40,30,0,0
snapshots\d35ce682e31ea4a86c2079c60721fae171f03d7c\tests\queries\test_bulk_update.py,d35ce682e31ea4a86c2079c60721fae171f03d7c\tests\queries\test_bulk_update.py,75,38,58,30,1,1
snapshots\d35ce682e31ea4a86c2079c60721fae171f03d7c\django\db\models\query.py,d35ce682e31ea4a86c2079c60721fae171f03d7c\django\db\models\query.py,584,139,186,30,1,1
snapshots\d345e5b5f88af64b1c3d95582cdaea4beb773120\tests\migrations\test_commands.py,d345e5b5f88af64b1c3d95582cdaea4beb773120\tests\migrations\test_commands.py,208,160,252,30,0,0
snapshots\d345e5b5f88af64b1c3d95582cdaea4beb773120\django\core\management\commands\sqlmigrate.py,d345e5b5f88af64b1c3d95582cdaea4beb773120\django\core\management\commands\sqlmigrate.py,14,4,16,22,0,0
snapshots\d32a232fe92e0162030c7905f877d8a07c09e6c7\tests\signing\tests.py,d32a232fe92e0162030c7905f877d8a07c09e6c7\tests\signing\tests.py,29,18,19,26,0,0
snapshots\d32a232fe92e0162030c7905f877d8a07c09e6c7\django\core\signing.py,d32a232fe92e0162030c7905f877d8a07c09e6c7\django\core\signing.py,42,22,32,22,0,0
snapshots\d2f2a6a6d5cf40ec6dffdc9a195f71bedd72acb4\tests\serializers\test_data.py,d2f2a6a6d5cf40ec6dffdc9a195f71bedd72acb4\tests\serializers\test_data.py,39,24,108,30,0,0
snapshots\d2f2a6a6d5cf40ec6dffdc9a195f71bedd72acb4\tests\serializers\models\data.py,d2f2a6a6d5cf40ec6dffdc9a195f71bedd72acb4\tests\serializers\models\data.py,64,62,129,26,0,0
snapshots\d2c97981fb40e0b324b064cd3561de8f5f1887b2\tests\template_tests\syntax_tests\test_basic.py,d2c97981fb40e0b324b064cd3561de8f5f1887b2\tests\template_tests\syntax_tests\test_basic.py,55,46,40,26,0,0
