snapshot_path,rel_path,radon_total_complexity,radon_num_items,pylint_msgs_count,pylint_rc,bandit_issues_count,bandit_rc
snapshots\278881e37619278789942513916acafaa88d26f3\tests\postgres_tests\test_array.py,278881e37619278789942513916acafaa88d26f3\tests\postgres_tests\test_array.py,169,143,220,30,0,0
snapshots\278881e37619278789942513916acafaa88d26f3\django\db\models\sql\compiler.py,278881e37619278789942513916acafaa88d26f3\django\db\models\sql\compiler.py,481,53,149,30,14,1
snapshots\277eea8fcced7f04f3800617f189beb349a3212e\tests\aggregation\tests.py,277eea8fcced7f04f3800617f189beb349a3212e\tests\aggregation\tests.py,80,73,121,30,0,0
snapshots\277eea8fcced7f04f3800617f189beb349a3212e\django\db\models\expressions.py,277eea8fcced7f04f3800617f189beb349a3212e\django\db\models\expressions.py,439,214,246,30,1,1
snapshots\277eea8fcced7f04f3800617f189beb349a3212e\django\db\models\sql\query.py,277eea8fcced7f04f3800617f189beb349a3212e\django\db\models\sql\query.py,566,111,186,30,6,1
snapshots\27687475265f88bc0a0bcbfe2ba26da306bbfc20\django\dispatch\dispatcher.py,27687475265f88bc0a0bcbfe2ba26da306bbfc20\django\dispatch\dispatcher.py,83,16,25,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\runtests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\runtests.py,77,11,55,28,4,1
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\aggregation\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\aggregation\tests.py,79,72,120,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\annotations\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\annotations\tests.py,106,77,99,30,1,1
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\expressions\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\expressions\tests.py,240,172,263,30,2,1
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\expressions_window\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\expressions_window\tests.py,62,55,57,26,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\indexes\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\indexes\tests.py,54,37,85,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_charfield.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_charfield.py,18,15,24,26,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_decimalfield.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_decimalfield.py,15,13,16,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_integerfield.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_integerfield.py,43,26,39,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_jsonfield.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_jsonfield.py,129,93,118,30,3,1
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_textfield.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\model_fields\test_textfield.py,10,8,11,26,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\queries\test_explain.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\queries\test_explain.py,25,9,24,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\schema\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\schema\tests.py,307,160,603,30,1,1
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\servers\test_liveserverthread.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\servers\test_liveserverthread.py,4,3,7,22,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\gis_tests\geoapp\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\gis_tests\geoapp\tests.py,69,35,50,22,1,1
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\gis_tests\geogapp\tests.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\gis_tests\geogapp\tests.py,24,10,15,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\db_functions\comparison\test_greatest.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\db_functions\comparison\test_greatest.py,12,11,18,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\db_functions\comparison\test_least.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\db_functions\comparison\test_least.py,12,11,18,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\db_functions\text\test_sha224.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\db_functions\text\test_sha224.py,7,5,13,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\backends\base\test_creation.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\tests\backends\base\test_creation.py,29,20,33,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\base\creation.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\base\creation.py,51,20,38,22,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\base\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\base\features.py,7,5,6,22,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\mysql\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\mysql\features.py,47,23,30,30,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\oracle\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\oracle\features.py,8,4,9,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\postgresql\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\postgresql\features.py,9,7,12,22,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\sqlite3\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\db\backends\sqlite3\features.py,12,5,13,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\contrib\gis\db\backends\mysql\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\contrib\gis\db\backends\mysql\features.py,8,4,8,18,0,0
snapshots\275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\contrib\gis\db\backends\spatialite\features.py,275dd4ebbabbbe758c7219a3d666953d5a7b072f\django\contrib\gis\db\backends\spatialite\features.py,4,3,7,18,0,0
snapshots\27375ad50ea3306844aab8122de13e9b3e0d1189\tests\migrations\test_operations.py,27375ad50ea3306844aab8122de13e9b3e0d1189\tests\migrations\test_operations.py,248,182,273,30,1,1
snapshots\27375ad50ea3306844aab8122de13e9b3e0d1189\django\db\backends\postgresql\schema.py,27375ad50ea3306844aab8122de13e9b3e0d1189\django\db\backends\postgresql\schema.py,76,18,25,30,0,0
snapshots\2722cb61ccae84f593e6d2c28814e3c628743994\tests\inspectdb\tests.py,2722cb61ccae84f593e6d2c28814e3c628743994\tests\inspectdb\tests.py,52,34,66,30,0,0
snapshots\271a8e73ee382bb487d15e97ffaa675d78869413\tests\async_queryset\tests.py,271a8e73ee382bb487d15e97ffaa675d78869413\tests\async_queryset\tests.py,47,27,39,30,2,1
snapshots\26aae5614487f58ddb1df5726224393887373ecd\django\db\models\fields\json.py,26aae5614487f58ddb1df5726224393887373ecd\django\db\models\fields\json.py,196,75,124,30,0,0
snapshots\26a395f27d86bbf65f330851c8136c33694ac867\tests\httpwrappers\tests.py,26a395f27d86bbf65f330851c8136c33694ac867\tests\httpwrappers\tests.py,105,89,116,30,5,1
snapshots\26a395f27d86bbf65f330851c8136c33694ac867\django\http\response.py,26a395f27d86bbf65f330851c8136c33694ac867\django\http\response.py,186,81,74,30,2,1
snapshots\26a395f27d86bbf65f330851c8136c33694ac867\django\core\handlers\asgi.py,26a395f27d86bbf65f330851c8136c33694ac867\django\core\handlers\asgi.py,61,19,26,30,0,0
snapshots\2684a383bc67149ceea93cb1b99c8492b4614dcd\docs\conf.py,2684a383bc67149ceea93cb1b99c8492b4614dcd\docs\conf.py,4,2,38,22,0,0
snapshots\2660bc19f396b0aa74b11e00452ad39df0dba825\tests\admin_filters\tests.py,2660bc19f396b0aa74b11e00452ad39df0dba825\tests\admin_filters\tests.py,165,112,201,30,0,0
snapshots\263f7319192b217c4e3b1eea0ea7809836392bbc\docs\conf.py,263f7319192b217c4e3b1eea0ea7809836392bbc\docs\conf.py,3,1,37,22,0,0
snapshots\2638b75554d2624dca3062a8da113a47f855f2a2\django\db\models\sql\compiler.py,2638b75554d2624dca3062a8da113a47f855f2a2\django\db\models\sql\compiler.py,511,56,154,30,14,1
snapshots\26313bc21932d0d3af278ab387549d63b1f64575\tests\composite_pk\tests.py,26313bc21932d0d3af278ab387549d63b1f64575\tests\composite_pk\tests.py,40,33,59,30,0,0
snapshots\26313bc21932d0d3af278ab387549d63b1f64575\django\db\models\query.py,26313bc21932d0d3af278ab387549d63b1f64575\django\db\models\query.py,663,168,216,30,1,1
snapshots\25904db9154c5be3ecda9585d96f536841af9126\django\forms\boundfield.py,25904db9154c5be3ecda9585d96f536841af9126\django\forms\boundfield.py,92,33,21,30,0,0
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\tests\admin_registration\tests.py,2584783f46922bcb456ceb9700a3726314df65d3\tests\admin_registration\tests.py,26,24,37,30,0,0
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\tests\admin_views\test_autocomplete_view.py,2584783f46922bcb456ceb9700a3726314df65d3\tests\admin_views\test_autocomplete_view.py,46,28,86,30,3,1
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\checks.py,2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\checks.py,257,64,185,30,0,0
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\exceptions.py,2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\exceptions.py,4,4,8,30,0,0
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\filters.py,2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\filters.py,172,61,67,30,0,0
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\options.py,2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\options.py,436,116,274,30,4,1
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\sites.py,2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\sites.py,99,32,80,30,0,0
snapshots\2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\views\autocomplete.py,2584783f46922bcb456ceb9700a3726314df65d3\django\contrib\admin\views\autocomplete.py,19,7,16,22,0,0
snapshots\254df3a3bbc2f4df51f9e2070ab2e214553f67d0\tests\prefetch_related\tests.py,254df3a3bbc2f4df51f9e2070ab2e214553f67d0\tests\prefetch_related\tests.py,270,127,181,30,0,0
snapshots\271a8e73ee382bb487d15e97ffaa675d78869413\django\db\models\query.py,271a8e73ee382bb487d15e97ffaa675d78869413\django\db\models\query.py,642,167,203,30,1,1
snapshots\27189af8cf2760e6aaf10ca1aa77994985212f4d\django\contrib\admindocs\utils.py,27189af8cf2760e6aaf10ca1aa77994985212f4d\django\contrib\admindocs\utils.py,40,8,23,30,2,1
snapshots\27189af8cf2760e6aaf10ca1aa77994985212f4d\django\contrib\admindocs\views.py,27189af8cf2760e6aaf10ca1aa77994985212f4d\django\contrib\admindocs\views.py,156,23,54,30,0,0
snapshots\27043bde5b795eb4a605aeca1d3bc4345d2ca478\tests\template_tests\syntax_tests\test_query_string.py,27043bde5b795eb4a605aeca1d3bc4345d2ca478\tests\template_tests\syntax_tests\test_query_string.py,14,13,19,18,0,0
snapshots\27043bde5b795eb4a605aeca1d3bc4345d2ca478\django\template\defaulttags.py,27043bde5b795eb4a605aeca1d3bc4345d2ca478\django\template\defaulttags.py,283,99,145,30,5,1
snapshots\270072c4c231acd72a03534357a4aa59010e76ff\tests\backends\models.py,270072c4c231acd72a03534357a4aa59010e76ff\tests\backends\models.py,40,30,59,26,0,0
snapshots\270072c4c231acd72a03534357a4aa59010e76ff\tests\backends\tests.py,270072c4c231acd72a03534357a4aa59010e76ff\tests\backends\tests.py,112,64,96,30,9,1
snapshots\270072c4c231acd72a03534357a4aa59010e76ff\django\db\backends\sqlite3\base.py,270072c4c231acd72a03534357a4aa59010e76ff\django\db\backends\sqlite3\base.py,100,36,78,30,4,1
snapshots\26d8e3f302adf0c12f64d614126e57147f8230d6\tests\csrf_tests\tests.py,26d8e3f302adf0c12f64d614126e57147f8230d6\tests\csrf_tests\tests.py,142,112,117,30,4,1
snapshots\26c166c3b000ad829127046b1b107d9733a6a2ef\tests\schema\tests.py,26c166c3b000ad829127046b1b107d9733a6a2ef\tests\schema\tests.py,367,198,663,30,1,1
snapshots\254df3a3bbc2f4df51f9e2070ab2e214553f67d0\django\db\models\query.py,254df3a3bbc2f4df51f9e2070ab2e214553f67d0\django\db\models\query.py,657,167,210,30,1,1
snapshots\254ad2e3450d8175170914f06af8358d2becc35b\tests\responses\test_fileresponse.py,254ad2e3450d8175170914f06af8358d2becc35b\tests\responses\test_fileresponse.py,35,25,43,30,0,0
snapshots\254ad2e3450d8175170914f06af8358d2becc35b\django\http\response.py,254ad2e3450d8175170914f06af8358d2becc35b\django\http\response.py,186,81,74,30,2,1
snapshots\252eaca87fc0459dae71c771ca94bf2772127e5a\django\db\models\sql\compiler.py,252eaca87fc0459dae71c771ca94bf2772127e5a\django\db\models\sql\compiler.py,493,53,149,30,14,1
snapshots\2523c32d50e3a34d7ad9e32a4150b6228b8b065c\tests\csrf_tests\tests.py,2523c32d50e3a34d7ad9e32a4150b6228b8b065c\tests\csrf_tests\tests.py,106,87,89,30,4,1
snapshots\25157033e979c134d455d46995a6db0838457d98\tests\select_for_update\tests.py,25157033e979c134d455d46995a6db0838457d98\tests\select_for_update\tests.py,67,44,46,30,2,1
snapshots\25157033e979c134d455d46995a6db0838457d98\django\db\models\sql\compiler.py,25157033e979c134d455d46995a6db0838457d98\django\db\models\sql\compiler.py,430,49,159,30,16,1
snapshots\2514857e3fae831106832cca8823237801cf2cad\django\views\i18n.py,2514857e3fae831106832cca8823237801cf2cad\django\views\i18n.py,57,14,29,22,0,0
snapshots\2501958b5127020411df6271445ccfd0906df70e\django\core\handlers\asgi.py,2501958b5127020411df6271445ccfd0906df70e\django\core\handlers\asgi.py,69,21,28,30,1,1
snapshots\24f442b91dd1e3e440ec929f4ad9907d53aa69bc\django\db\backends\mysql\features.py,24f442b91dd1e3e440ec929f4ad9907d53aa69bc\django\db\backends\mysql\features.py,62,28,32,30,0,0
snapshots\262fde94de5eb6544fc0f289575583436613c045\tests\forms_tests\tests\test_formsets.py,262fde94de5eb6544fc0f289575583436613c045\tests\forms_tests\tests\test_formsets.py,153,102,211,30,0,0
snapshots\262fde94de5eb6544fc0f289575583436613c045\django\forms\formsets.py,262fde94de5eb6544fc0f289575583436613c045\django\forms\formsets.py,124,40,43,30,0,0
snapshots\261885e4c16a252999ac6ff7d911b7dc50f862f9\tests\admin_views\tests.py,261885e4c16a252999ac6ff7d911b7dc50f862f9\tests\admin_views\tests.py,601,488,631,30,86,1
snapshots\25f97e7bcf2e5064258e07b970b4bdef5fddce51\tests\schema\tests.py,25f97e7bcf2e5064258e07b970b4bdef5fddce51\tests\schema\tests.py,436,250,910,30,2,1
snapshots\25cbd1e6aa4178c31d60e3900a5bd4aa177c01c9\django\contrib\gis\db\backends\mysql\introspection.py,25cbd1e6aa4178c31d60e3900a5bd4aa177c01c9\django\contrib\gis\db\backends\mysql\introspection.py,10,3,12,22,0,0
snapshots\2598b371a93e21d84b7a2a99b2329535c8c0c138\tests\prefetch_related\models.py,2598b371a93e21d84b7a2a99b2329535c8c0c138\tests\prefetch_related\models.py,44,36,98,26,0,0
snapshots\2598b371a93e21d84b7a2a99b2329535c8c0c138\tests\prefetch_related\tests.py,2598b371a93e21d84b7a2a99b2329535c8c0c138\tests\prefetch_related\tests.py,273,130,182,30,0,0
snapshots\2598b371a93e21d84b7a2a99b2329535c8c0c138\django\db\models\fields\related_descriptors.py,2598b371a93e21d84b7a2a99b2329535c8c0c138\django\db\models\fields\related_descriptors.py,128,38,161,30,1,1
snapshots\2598b371a93e21d84b7a2a99b2329535c8c0c138\django\db\models\sql\query.py,2598b371a93e21d84b7a2a99b2329535c8c0c138\django\db\models\sql\query.py,624,113,178,30,3,1
snapshots\25904db9154c5be3ecda9585d96f536841af9126\tests\forms_tests\tests\tests.py,25904db9154c5be3ecda9585d96f536841af9126\tests\forms_tests\tests\tests.py,40,31,90,30,0,0
snapshots\24effbceb871e71d3bc320b91252f743714722df\tests\check_framework\tests.py,24effbceb871e71d3bc320b91252f743714722df\tests\check_framework\tests.py,54,47,90,30,0,0
snapshots\24effbceb871e71d3bc320b91252f743714722df\django\test\runner.py,24effbceb871e71d3bc320b91252f743714722df\django\test\runner.py,217,85,84,30,4,1
snapshots\24cc51f8fb62102a67d16cef1e0748d45afe25f4\django\db\models\sql\query.py,24cc51f8fb62102a67d16cef1e0748d45afe25f4\django\db\models\sql\query.py,573,113,173,30,2,1
snapshots\24b316536a7ee4c54a54f632de1852aecb4038c0\tests\messages_tests\base.py,24b316536a7ee4c54a54f632de1852aecb4038c0\tests\messages_tests\base.py,53,32,100,30,0,0
snapshots\24b316536a7ee4c54a54f632de1852aecb4038c0\tests\messages_tests\tests.py,24b316536a7ee4c54a54f632de1852aecb4038c0\tests\messages_tests\tests.py,6,4,11,26,0,0
snapshots\24b316536a7ee4c54a54f632de1852aecb4038c0\django\contrib\messages\apps.py,24b316536a7ee4c54a54f632de1852aecb4038c0\django\contrib\messages\apps.py,5,3,11,30,0,0
snapshots\249ecc437f79c08b087d0daa0ec8b41f9b25a238\tests\backends\tests.py,249ecc437f79c08b087d0daa0ec8b41f9b25a238\tests\backends\tests.py,119,67,100,30,10,1
snapshots\249ecc437f79c08b087d0daa0ec8b41f9b25a238\django\db\backends\oracle\operations.py,249ecc437f79c08b087d0daa0ec8b41f9b25a238\django\db\backends\oracle\operations.py,166,55,145,30,3,1
snapshots\2480554dc4ada4ecf3f6a08e318735a2e50783f3\django\db\models\fields\files.py,2480554dc4ada4ecf3f6a08e318735a2e50783f3\django\db\models\fields\files.py,116,46,50,30,0,0
snapshots\246eb4836a6fb967880f838aa0d22ecfdca8b6f1\tests\annotations\tests.py,246eb4836a6fb967880f838aa0d22ecfdca8b6f1\tests\annotations\tests.py,120,87,99,30,1,1
snapshots\246eb4836a6fb967880f838aa0d22ecfdca8b6f1\django\db\models\expressions.py,246eb4836a6fb967880f838aa0d22ecfdca8b6f1\django\db\models\expressions.py,494,233,286,30,1,1
snapshots\24693a144f5c4cc77e1046e32594ab8dc33776f1\tests\humanize_tests\tests.py,24693a144f5c4cc77e1046e32594ab8dc33776f1\tests\humanize_tests\tests.py,33,19,32,30,1,1
snapshots\24693a144f5c4cc77e1046e32594ab8dc33776f1\django\contrib\humanize\templatetags\humanize.py,24693a144f5c4cc77e1046e32594ab8dc33776f1\django\contrib\humanize\templatetags\humanize.py,49,8,17,26,2,1
snapshots\242499f2dc2bf24a9a5c855690a2e13d3303581a\tests\prefetch_related\tests.py,242499f2dc2bf24a9a5c855690a2e13d3303581a\tests\prefetch_related\tests.py,270,127,181,30,0,0
snapshots\242499f2dc2bf24a9a5c855690a2e13d3303581a\django\db\models\fields\related_descriptors.py,242499f2dc2bf24a9a5c855690a2e13d3303581a\django\db\models\fields\related_descriptors.py,130,40,140,30,1,1
snapshots\241fe59b74bb6031fa644f3ad55e6ad6a9187510\tests\syndication_tests\feeds.py,241fe59b74bb6031fa644f3ad55e6ad6a9187510\tests\syndication_tests\feeds.py,71,55,63,30,0,0
snapshots\241fe59b74bb6031fa644f3ad55e6ad6a9187510\tests\syndication_tests\tests.py,241fe59b74bb6031fa644f3ad55e6ad6a9187510\tests\syndication_tests\tests.py,65,35,39,26,23,1
snapshots\241fe59b74bb6031fa644f3ad55e6ad6a9187510\tests\syndication_tests\urls.py,241fe59b74bb6031fa644f3ad55e6ad6a9187510\tests\syndication_tests\urls.py,0,0,3,18,0,0
snapshots\241ba23870221085cc31ae302b9647f375f9c6c6\tests\migrations\test_commands.py,241ba23870221085cc31ae302b9647f375f9c6c6\tests\migrations\test_commands.py,133,114,197,30,0,0
snapshots\2411b8b5eb65fe3d7bcc1ee1f59e2433520c7df6\tests\csrf_tests\tests.py,2411b8b5eb65fe3d7bcc1ee1f59e2433520c7df6\tests\csrf_tests\tests.py,85,77,79,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\handlers\asgi.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\handlers\asgi.py,60,19,26,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\handlers\wsgi.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\handlers\wsgi.py,46,20,25,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\management\templates.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\management\templates.py,71,11,45,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\management\utils.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\management\utils.py,38,10,17,30,4,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\serializers\json.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\serializers\json.py,40,9,23,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\management\commands\inspectdb.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\management\commands\inspectdb.py,108,7,37,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\cache\backends\memcached.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\core\cache\backends\memcached.py,46,24,24,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\admin\checks.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\admin\checks.py,250,64,185,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\admin\options.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\admin\options.py,428,115,270,30,5,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\admin\sites.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\admin\sites.py,98,32,76,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\templatetags\cache.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\templatetags\cache.py,23,4,18,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\test\testcases.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\test\testcases.py,330,123,199,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\urls\resolvers.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\urls\resolvers.py,197,62,103,30,1,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\utils\datastructures.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\utils\datastructures.py,97,49,17,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\utils\html.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\utils\html.py,83,26,37,30,19,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\utils\http.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\utils\http.py,81,17,23,30,1,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\template\backends\django.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\template\backends\django.py,29,14,23,26,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\db\models\base.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\db\models\base.py,645,82,205,30,2,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\db\models\indexes.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\db\models\indexes.py,95,16,42,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\db\models\sql\query.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\db\models\sql\query.py,571,110,171,30,2,1
snapshots\2411b8b5eb65fe3d7bcc1ee1f59e2433520c7df6\django\middleware\csrf.py,2411b8b5eb65fe3d7bcc1ee1f59e2433520c7df6\django\middleware\csrf.py,79,21,25,30,3,1
snapshots\240421c7c4c81fe5df26274b807266bd4ca73d7f\tests\template_tests\syntax_tests\test_for.py,240421c7c4c81fe5df26274b807266bd4ca73d7f\tests\template_tests\syntax_tests\test_for.py,41,36,40,26,0,0
snapshots\240421c7c4c81fe5df26274b807266bd4ca73d7f\django\template\defaulttags.py,240421c7c4c81fe5df26274b807266bd4ca73d7f\django\template\defaulttags.py,284,99,145,30,5,1
snapshots\23fa29f6a6659e0f600d216de6bcb79e7f6818c9\tests\admin_views\tests.py,23fa29f6a6659e0f600d216de6bcb79e7f6818c9\tests\admin_views\tests.py,589,477,855,30,79,1
snapshots\23fa29f6a6659e0f600d216de6bcb79e7f6818c9\django\contrib\admin\options.py,23fa29f6a6659e0f600d216de6bcb79e7f6818c9\django\contrib\admin\options.py,426,114,303,30,5,1
snapshots\23ec318988cb22bef176b9d81e4091715a4f41ff\tests\postgres_tests\test_constraints.py,23ec318988cb22bef176b9d81e4091715a4f41ff\tests\postgres_tests\test_constraints.py,59,54,121,30,0,0
snapshots\23ec318988cb22bef176b9d81e4091715a4f41ff\django\contrib\postgres\constraints.py,23ec318988cb22bef176b9d81e4091715a4f41ff\django\contrib\postgres\constraints.py,68,13,41,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\tests\forms_tests\field_tests\test_filepathfield.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\tests\forms_tests\field_tests\test_filepathfield.py,17,12,18,26,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\apps\registry.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\apps\registry.py,76,21,30,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\http\request.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\http\request.py,183,74,87,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\auth\hashers.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\auth\hashers.py,150,83,46,30,14,1
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\staticfiles\finders.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\staticfiles\finders.py,96,24,34,30,0,0
snapshots\23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\staticfiles\handlers.py,23e886886249ebe8f80a48b0d25fbb5308eeb06f\django\contrib\staticfiles\handlers.py,26,15,14,22,0,0
